academic_year_code,day_of_week,period_number,start_time,end_time,class_code,section_code,subject_code,teacher_code,room_number,period_type
AY2025-2026,FRIDAY,3,10:45:00,11:30:00,C9,A,MATH101,TCH016,109,REGULAR
AY2025-2026,FRIDAY,4,11:30:00,12:15:00,C9,A,ENG101,TCH017,109,REGULAR
AY2025-2026,FRIDAY,5,13:00:00,13:45:00,C9,A,TEL101,TCH018,109,REGULAR
AY2025-2026,FRIDAY,6,13:45:00,14:30:00,C9,A,HIN101,TCH001,109,REGULAR
AY2025-2026,MONDAY,1,09:00:00,09:45:00,C9,B,HIN101,TCH001,110,REGULAR
AY2025-2026,MONDAY,2,09:45:00,10:30:00,C9,B,SCI101,TCH014,110,REGULAR
AY2025-2026,MONDAY,3,10:45:00,11:30:00,C9,B,SOC101,TCH015,110,REGULAR
AY2025-2026,MONDAY,4,11:30:00,12:15:00,C9,B,MATH101,TCH016,110,REGULAR
AY2025-2026,MONDAY,5,13:00:00,13:45:00,C9,B,ENG101,TCH017,110,REGULAR
AY2025-2026,MONDAY,6,13:45:00,14:30:00,C9,B,TEL101,TCH018,110,REGULAR
AY2025-2026,TUESDAY,1,09:00:00,09:45:00,C9,B,SOC101,TCH015,110,REGULAR
AY2025-2026,TUESDAY,2,09:45:00,10:30:00,C9,B,MATH101,TCH016,110,REGULAR
AY2025-2026,TUESDAY,3,10:45:00,11:30:00,C9,B,ENG101,TCH017,110,REGULAR
AY2025-2026,TUESDAY,4,11:30:00,12:15:00,C9,B,TEL101,TCH018,110,REGULAR
AY2025-2026,TUESDAY,5,13:00:00,13:45:00,C9,B,HIN101,TCH001,110,REGULAR
AY2025-2026,TUESDAY,6,13:45:00,14:30:00,C9,B,SCI101,TCH014,110,REGULAR
AY2025-2026,WEDNESDAY,1,09:00:00,09:45:00,C9,B,ENG101,TCH017,110,REGULAR
AY2025-2026,WEDNESDAY,2,09:45:00,10:30:00,C9,B,TEL101,TCH018,110,REGULAR
AY2025-2026,WEDNESDAY,3,10:45:00,11:30:00,C9,B,HIN101,TCH001,110,REGULAR
AY2025-2026,WEDNESDAY,4,11:30:00,12:15:00,C9,B,SCI101,TCH014,110,LAB
AY2025-2026,WEDNESDAY,5,13:00:00,13:45:00,C9,B,SOC101,TCH015,110,REGULAR
AY2025-2026,WEDNESDAY,6,13:45:00,14:30:00,C9,B,MATH101,TCH016,110,REGULAR
AY2025-2026,THURSDAY,1,09:00:00,09:45:00,C9,B,HIN101,TCH001,110,REGULAR
AY2025-2026,THURSDAY,2,09:45:00,10:30:00,C9,B,SCI101,TCH014,110,REGULAR
AY2025-2026,THURSDAY,3,10:45:00,11:30:00,C9,B,SOC101,TCH015,110,REGULAR
AY2025-2026,THURSDAY,4,11:30:00,12:15:00,C9,B,MATH101,TCH016,110,REGULAR
AY2025-2026,THURSDAY,5,13:00:00,13:45:00,C9,B,ENG101,TCH017,110,REGULAR
AY2025-2026,THURSDAY,6,13:45:00,14:30:00,C9,B,TEL101,TCH018,110,REGULAR
AY2025-2026,FRIDAY,1,09:00:00,09:45:00,C9,B,SOC101,TCH015,110,REGULAR
AY2025-2026,FRIDAY,2,09:45:00,10:30:00,C9,B,MATH101,TCH016,110,REGULAR
AY2025-2026,FRIDAY,3,10:45:00,11:30:00,C9,B,ENG101,TCH017,110,REGULAR
AY2025-2026,FRIDAY,4,11:30:00,12:15:00,C9,B,TEL101,TCH018,110,REGULAR
AY2025-2026,FRIDAY,5,13:00:00,13:45:00,C9,B,HIN101,TCH001,110,REGULAR
AY2025-2026,FRIDAY,6,13:45:00,14:30:00,C9,B,SCI101,TCH014,110,REGULAR
AY2025-2026,MONDAY,1,09:00:00,09:45:00,C10,A,SCI101,TCH014,111,REGULAR
AY2025-2026,MONDAY,2,09:45:00,10:30:00,C10,A,SOC101,TCH015,111,REGULAR
AY2025-2026,MONDAY,3,10:45:00,11:30:00,C10,A,MATH101,TCH016,111,REGULAR
AY2025-2026,MONDAY,4,11:30:00,12:15:00,C10,A,ENG101,TCH017,111,REGULAR
AY2025-2026,MONDAY,5,13:00:00,13:45:00,C10,A,TEL101,TCH018,111,REGULAR
AY2025-2026,MONDAY,6,13:45:00,14:30:00,C10,A,HIN101,TCH001,111,REGULAR
AY2025-2026,TUESDAY,1,09:00:00,09:45:00,C10,A,MATH101,TCH016,111,REGULAR
AY2025-2026,TUESDAY,2,09:45:00,10:30:00,C10,A,ENG101,TCH017,111,REGULAR
AY2025-2026,TUESDAY,3,10:45:00,11:30:00,C10,A,TEL101,TCH018,111,REGULAR
AY2025-2026,TUESDAY,4,11:30:00,12:15:00,C10,A,HIN101,TCH001,111,REGULAR
AY2025-2026,TUESDAY,5,13:00:00,13:45:00,C10,A,SCI101,TCH014,111,REGULAR
AY2025-2026,TUESDAY,6,13:45:00,14:30:00,C10,A,SOC101,TCH015,111,REGULAR
AY2025-2026,WEDNESDAY,1,09:00:00,09:45:00,C10,A,TEL101,TCH018,111,REGULAR
AY2025-2026,WEDNESDAY,2,09:45:00,10:30:00,C10,A,HIN101,TCH001,111,REGULAR
AY2025-2026,WEDNESDAY,3,10:45:00,11:30:00,C10,A,SCI101,TCH014,111,REGULAR
AY2025-2026,WEDNESDAY,4,11:30:00,12:15:00,C10,A,SOC101,TCH015,111,REGULAR
AY2025-2026,WEDNESDAY,5,13:00:00,13:45:00,C10,A,MATH101,TCH016,111,REGULAR
AY2025-2026,WEDNESDAY,6,13:45:00,14:30:00,C10,A,ENG101,TCH017,111,REGULAR
AY2025-2026,THURSDAY,1,09:00:00,09:45:00,C10,A,SCI101,TCH014,111,REGULAR
AY2025-2026,THURSDAY,2,09:45:00,10:30:00,C10,A,SOC101,TCH015,111,REGULAR
AY2025-2026,THURSDAY,3,10:45:00,11:30:00,C10,A,MATH101,TCH016,111,REGULAR
AY2025-2026,THURSDAY,4,11:30:00,12:15:00,C10,A,ENG101,TCH017,111,REGULAR
AY2025-2026,THURSDAY,5,13:00:00,13:45:00,C10,A,TEL101,TCH018,111,REGULAR
AY2025-2026,THURSDAY,6,13:45:00,14:30:00,C10,A,HIN101,TCH001,111,REGULAR
AY2025-2026,FRIDAY,1,09:00:00,09:45:00,C10,A,MATH101,TCH016,111,REGULAR
AY2025-2026,FRIDAY,2,09:45:00,10:30:00,C10,A,ENG101,TCH017,111,REGULAR
AY2025-2026,FRIDAY,3,10:45:00,11:30:00,C10,A,TEL101,TCH018,111,REGULAR
AY2025-2026,FRIDAY,4,11:30:00,12:15:00,C10,A,HIN101,TCH001,111,REGULAR
AY2025-2026,FRIDAY,5,13:00:00,13:45:00,C10,A,SCI101,TCH014,111,REGULAR
AY2025-2026,FRIDAY,6,13:45:00,14:30:00,C10,A,SOC101,TCH015,111,REGULAR
AY2025-2026,MONDAY,1,09:00:00,09:45:00,C10,B,SOC101,TCH015,112,REGULAR
AY2025-2026,MONDAY,2,09:45:00,10:30:00,C10,B,MATH101,TCH016,112,REGULAR
AY2025-2026,MONDAY,3,10:45:00,11:30:00,C10,B,ENG101,TCH017,112,REGULAR
AY2025-2026,MONDAY,4,11:30:00,12:15:00,C10,B,TEL101,TCH018,112,REGULAR
AY2025-2026,MONDAY,5,13:00:00,13:45:00,C10,B,HIN101,TCH001,112,REGULAR
AY2025-2026,MONDAY,6,13:45:00,14:30:00,C10,B,SCI101,TCH014,112,REGULAR
AY2025-2026,TUESDAY,1,09:00:00,09:45:00,C10,B,ENG101,TCH017,112,REGULAR
AY2025-2026,TUESDAY,2,09:45:00,10:30:00,C10,B,TEL101,TCH018,112,REGULAR
AY2025-2026,TUESDAY,3,10:45:00,11:30:00,C10,B,HIN101,TCH001,112,REGULAR
AY2025-2026,TUESDAY,4,11:30:00,12:15:00,C10,B,SCI101,TCH014,112,LAB
AY2025-2026,TUESDAY,5,13:00:00,13:45:00,C10,B,SOC101,TCH015,112,REGULAR
AY2025-2026,TUESDAY,6,13:45:00,14:30:00,C10,B,MATH101,TCH016,112,REGULAR
AY2025-2026,WEDNESDAY,1,09:00:00,09:45:00,C10,B,HIN101,TCH001,112,REGULAR
AY2025-2026,WEDNESDAY,2,09:45:00,10:30:00,C10,B,SCI101,TCH014,112,REGULAR
AY2025-2026,WEDNESDAY,3,10:45:00,11:30:00,C10,B,SOC101,TCH015,112,REGULAR
AY2025-2026,WEDNESDAY,4,11:30:00,12:15:00,C10,B,MATH101,TCH016,112,REGULAR
AY2025-2026,WEDNESDAY,5,13:00:00,13:45:00,C10,B,ENG101,TCH017,112,REGULAR
AY2025-2026,WEDNESDAY,6,13:45:00,14:30:00,C10,B,TEL101,TCH018,112,REGULAR
AY2025-2026,THURSDAY,1,09:00:00,09:45:00,C10,B,SOC101,TCH015,112,REGULAR
AY2025-2026,THURSDAY,2,09:45:00,10:30:00,C10,B,MATH101,TCH016,112,REGULAR
AY2025-2026,THURSDAY,3,10:45:00,11:30:00,C10,B,ENG101,TCH017,112,REGULAR
AY2025-2026,THURSDAY,4,11:30:00,12:15:00,C10,B,TEL101,TCH018,112,REGULAR
AY2025-2026,THURSDAY,5,13:00:00,13:45:00,C10,B,HIN101,TCH001,112,REGULAR
AY2025-2026,THURSDAY,6,13:45:00,14:30:00,C10,B,SCI101,TCH014,112,REGULAR
AY2025-2026,FRIDAY,1,09:00:00,09:45:00,C10,B,ENG101,TCH017,112,REGULAR
AY2025-2026,FRIDAY,2,09:45:00,10:30:00,C10,B,TEL101,TCH018,112,REGULAR
AY2025-2026,FRIDAY,3,10:45:00,11:30:00,C10,B,HIN101,TCH001,112,REGULAR
AY2025-2026,FRIDAY,4,11:30:00,12:15:00,C10,B,SCI101,TCH014,112,LAB
AY2025-2026,FRIDAY,5,13:00:00,13:45:00,C10,B,SOC101,TCH015,112,REGULAR
AY2025-2026,FRIDAY,6,13:45:00,14:30:00,C10,B,MATH101,TCH016,112,REGULAR
